train_num,route_id,direction,sid1,sname1,sid2,sname2,ts1,ts2,mins,hrs,day_of_week
123,BTS-Silom,go,CEN_SI,Siam,S01,Ratchadamri,16:18:18,16:21:18,3.0,16,Monday
123,BTS-Silom,go,S01,Ratchadamri,S02,Sala Daeng,16:21:18,16:24:18,3.0,16,Monday
123,BTS-Silom,go,S02,Sala Daeng,S03,Chong Nonsi,16:24:18,16:26:18,2.0,16,Monday
123,BTS-Silom,go,S03,Chong Nonsi,S04,Saint Louis,16:26:18,16:28:18,2.0,16,Monday
123,BTS-Silom,go,S04,Saint Louis,S05,Surasak,16:28:18,16:29:18,1.0,16,Monday
123,BTS-Silom,go,S05,Surasak,S06,Saphan Taksin,16:29:18,16:31:18,2.0,16,Monday
123,BTS-Silom,go,S06,Saphan Taksin,S07,Krung Thon Buri,16:31:18,16:34:18,3.0,16,Monday
123,BTS-Silom,go,S07,Krung Thon Buri,S08,Wongwian Yai,16:34:18,16:35:18,1.0,16,Monday
123,BTS-Silom,go,S08,Wongwian Yai,S09,Pho Nimit,16:35:18,16:37:18,2.0,16,Monday
123,BTS-Silom,go,S09,Pho Nimit,S10,Talat Phlu,16:37:18,16:39:18,2.0,16,Monday
123,BTS-Silom,go,S10,Talat Phlu,S11,Wutthakat,16:39:18,16:41:18,2.0,16,Monday
123,BTS-Silom,go,S11,Wutthakat,S12,Bang Wa,16:41:18,16:43:18,2.0,16,Monday
124,BTS-Silom,go,W01,National Stadium,CEN_SI,Siam,16:23:18,16:24:18,1.0,16,Monday
124,BTS-Silom,go,CEN_SI,Siam,S01,Ratchadamri,16:24:18,16:27:18,3.0,16,Monday
124,BTS-Silom,go,S01,Ratchadamri,S02,Sala Daeng,16:27:18,16:30:18,3.0,16,Monday
124,BTS-Silom,go,S02,Sala Daeng,S03,Chong Nonsi,16:30:18,16:32:18,2.0,16,Monday
124,BTS-Silom,go,S03,Chong Nonsi,S04,Saint Louis,16:32:18,16:34:18,2.0,16,Monday
124,BTS-Silom,go,S04,Saint Louis,S05,Surasak,16:34:18,16:35:18,1.0,16,Monday
124,BTS-Silom,go,S05,Surasak,S06,Saphan Taksin,16:35:18,16:37:18,2.0,16,Monday
124,BTS-Silom,go,S06,Saphan Taksin,S07,Krung Thon Buri,16:37:18,16:40:18,3.0,16,Monday
124,BTS-Silom,go,S07,Krung Thon Buri,S08,Wongwian Yai,16:40:18,16:41:18,1.0,16,Monday
124,BTS-Silom,go,S08,Wongwian Yai,S09,Pho Nimit,16:41:18,16:43:18,2.0,16,Monday
124,BTS-Silom,go,S09,Pho Nimit,S10,Talat Phlu,16:43:18,16:45:18,2.0,16,Monday
124,BTS-Silom,go,S10,Talat Phlu,S11,Wutthakat,16:45:18,16:47:18,2.0,16,Monday
124,BTS-Silom,go,S11,Wutthakat,S12,Bang Wa,16:47:18,16:49:18,2.0,16,Monday
125,BTS-Silom,go,W01,National Stadium,CEN_SI,Siam,16:29:18,16:30:18,1.0,16,Monday
125,BTS-Silom,go,CEN_SI,Siam,S01,Ratchadamri,16:30:18,16:33:18,3.0,16,Monday
125,BTS-Silom,go,S01,Ratchadamri,S02,Sala Daeng,16:33:18,16:36:18,3.0,16,Monday
125,BTS-Silom,go,S02,Sala Daeng,S03,Chong Nonsi,16:36:18,16:38:18,2.0,16,Monday
125,BTS-Silom,go,S03,Chong Nonsi,S04,Saint Louis,16:38:18,16:40:18,2.0,16,Monday
125,BTS-Silom,go,S04,Saint Louis,S05,Surasak,16:40:18,16:41:18,1.0,16,Monday
125,BTS-Silom,go,S05,Surasak,S06,Saphan Taksin,16:41:18,16:43:18,2.0,16,Monday
125,BTS-Silom,go,S06,Saphan Taksin,S07,Krung Thon Buri,16:43:18,16:46:18,3.0,16,Monday
125,BTS-Silom,go,S07,Krung Thon Buri,S08,Wongwian Yai,16:46:18,16:47:18,1.0,16,Monday
125,BTS-Silom,go,S08,Wongwian Yai,S09,Pho Nimit,16:47:18,16:49:18,2.0,16,Monday
125,BTS-Silom,go,S09,Pho Nimit,S10,Talat Phlu,16:49:18,16:51:18,2.0,16,Monday
125,BTS-Silom,go,S10,Talat Phlu,S11,Wutthakat,16:51:18,16:53:18,2.0,16,Monday
125,BTS-Silom,go,S11,Wutthakat,S12,Bang Wa,16:53:18,16:55:18,2.0,16,Monday
126,BTS-Silom,go,W01,National Stadium,CEN_SI,Siam,16:35:18,16:36:18,1.0,16,Monday
126,BTS-Silom,go,CEN_SI,Siam,S01,Ratchadamri,16:36:18,16:39:18,3.0,16,Monday
126,BTS-Silom,go,S01,Ratchadamri,S02,Sala Daeng,16:39:18,16:42:18,3.0,16,Monday
126,BTS-Silom,go,S02,Sala Daeng,S03,Chong Nonsi,16:42:18,16:44:18,2.0,16,Monday
126,BTS-Silom,go,S03,Chong Nonsi,S04,Saint Louis,16:44:18,16:46:18,2.0,16,Monday
126,BTS-Silom,go,S04,Saint Louis,S05,Surasak,16:46:18,16:47:18,1.0,16,Monday
126,BTS-Silom,go,S05,Surasak,S06,Saphan Taksin,16:47:18,16:49:18,2.0,16,Monday
126,BTS-Silom,go,S06,Saphan Taksin,S07,Krung Thon Buri,16:49:18,16:52:18,3.0,16,Monday
126,BTS-Silom,go,S07,Krung Thon Buri,S08,Wongwian Yai,16:52:18,16:53:18,1.0,16,Monday
126,BTS-Silom,go,S08,Wongwian Yai,S09,Pho Nimit,16:53:18,16:55:18,2.0,16,Monday
126,BTS-Silom,go,S09,Pho Nimit,S10,Talat Phlu,16:55:18,16:57:18,2.0,16,Monday
126,BTS-Silom,go,S10,Talat Phlu,S11,Wutthakat,16:57:18,16:59:18,2.0,16,Monday
126,BTS-Silom,go,S11,Wutthakat,S12,Bang Wa,16:59:18,17:01:18,2.0,16,Monday
127,BTS-Silom,go,W01,National Stadium,CEN_SI,Siam,16:38:45,16:39:45,1.0,16,Monday
127,BTS-Silom,go,CEN_SI,Siam,S01,Ratchadamri,16:39:45,16:42:45,3.0,16,Monday
127,BTS-Silom,go,S01,Ratchadamri,S02,Sala Daeng,16:42:45,16:45:45,3.0,16,Monday
127,BTS-Silom,go,S02,Sala Daeng,S03,Chong Nonsi,16:45:45,16:47:45,2.0,16,Monday
127,BTS-Silom,go,S03,Chong Nonsi,S04,Saint Louis,16:47:45,16:49:45,2.0,16,Monday
127,BTS-Silom,go,S04,Saint Louis,S05,Surasak,16:49:45,16:50:45,1.0,16,Monday
127,BTS-Silom,go,S05,Surasak,S06,Saphan Taksin,16:50:45,16:52:45,2.0,16,Monday
127,BTS-Silom,go,S06,Saphan Taksin,S07,Krung Thon Buri,16:52:45,16:55:45,3.0,16,Monday
127,BTS-Silom,go,S07,Krung Thon Buri,S08,Wongwian Yai,16:55:45,16:56:45,1.0,16,Monday
127,BTS-Silom,go,S08,Wongwian Yai,S09,Pho Nimit,16:56:45,16:58:45,2.0,16,Monday
127,BTS-Silom,go,S09,Pho Nimit,S10,Talat Phlu,16:58:45,17:00:45,2.0,16,Monday
127,BTS-Silom,go,S10,Talat Phlu,S11,Wutthakat,17:00:45,17:02:45,2.0,17,Monday
127,BTS-Silom,go,S11,Wutthakat,S12,Bang Wa,17:02:45,17:04:45,2.0,17,Monday
128,BTS-Silom,go,W01,National Stadium,CEN_SI,Siam,16:42:12,16:43:12,1.0,16,Monday
128,BTS-Silom,go,CEN_SI,Siam,S01,Ratchadamri,16:43:12,16:46:12,3.0,16,Monday
128,BTS-Silom,go,S01,Ratchadamri,S02,Sala Daeng,16:46:12,16:49:12,3.0,16,Monday
128,BTS-Silom,go,S02,Sala Daeng,S03,Chong Nonsi,16:49:12,16:51:12,2.0,16,Monday
128,BTS-Silom,go,S03,Chong Nonsi,S04,Saint Louis,16:51:12,16:53:12,2.0,16,Monday
128,BTS-Silom,go,S04,Saint Louis,S05,Surasak,16:53:12,16:54:12,1.0,16,Monday
128,BTS-Silom,go,S05,Surasak,S06,Saphan Taksin,16:54:12,16:56:12,2.0,16,Monday
128,BTS-Silom,go,S06,Saphan Taksin,S07,Krung Thon Buri,16:56:12,16:59:12,3.0,16,Monday
128,BTS-Silom,go,S07,Krung Thon Buri,S08,Wongwian Yai,16:59:12,17:00:12,1.0,16,Monday
128,BTS-Silom,go,S08,Wongwian Yai,S09,Pho Nimit,17:00:12,17:02:12,2.0,17,Monday
128,BTS-Silom,go,S09,Pho Nimit,S10,Talat Phlu,17:02:12,17:04:12,2.0,17,Monday
128,BTS-Silom,go,S10,Talat Phlu,S11,Wutthakat,17:04:12,17:06:12,2.0,17,Monday
128,BTS-Silom,go,S11,Wutthakat,S12,Bang Wa,17:06:12,17:08:12,2.0,17,Monday
129,BTS-Silom,go,W01,National Stadium,CEN_SI,Siam,16:45:39,16:46:39,1.0,16,Monday
129,BTS-Silom,go,CEN_SI,Siam,S01,Ratchadamri,16:46:39,16:49:39,3.0,16,Monday
129,BTS-Silom,go,S01,Ratchadamri,S02,Sala Daeng,16:49:39,16:52:39,3.0,16,Monday
129,BTS-Silom,go,S02,Sala Daeng,S03,Chong Nonsi,16:52:39,16:54:39,2.0,16,Monday
129,BTS-Silom,go,S03,Chong Nonsi,S04,Saint Louis,16:54:39,16:56:39,2.0,16,Monday
129,BTS-Silom,go,S04,Saint Louis,S05,Surasak,16:56:39,16:57:39,1.0,16,Monday
129,BTS-Silom,go,S05,Surasak,S06,Saphan Taksin,16:57:39,16:59:39,2.0,16,Monday
129,BTS-Silom,go,S06,Saphan Taksin,S07,Krung Thon Buri,16:59:39,17:02:39,3.0,16,Monday
129,BTS-Silom,go,S07,Krung Thon Buri,S08,Wongwian Yai,17:02:39,17:03:39,1.0,17,Monday
129,BTS-Silom,go,S08,Wongwian Yai,S09,Pho Nimit,17:03:39,17:05:39,2.0,17,Monday
129,BTS-Silom,go,S09,Pho Nimit,S10,Talat Phlu,17:05:39,17:07:39,2.0,17,Monday
129,BTS-Silom,go,S10,Talat Phlu,S11,Wutthakat,17:07:39,17:09:39,2.0,17,Monday
129,BTS-Silom,go,S11,Wutthakat,S12,Bang Wa,17:09:39,17:11:39,2.0,17,Monday
130,BTS-Silom,go,W01,National Stadium,CEN_SI,Siam,16:49:06,16:50:06,1.0,16,Monday
130,BTS-Silom,go,CEN_SI,Siam,S01,Ratchadamri,16:50:06,16:53:06,3.0,16,Monday
130,BTS-Silom,go,S01,Ratchadamri,S02,Sala Daeng,16:53:06,16:56:06,3.0,16,Monday
130,BTS-Silom,go,S02,Sala Daeng,S03,Chong Nonsi,16:56:06,16:58:06,2.0,16,Monday
130,BTS-Silom,go,S03,Chong Nonsi,S04,Saint Louis,16:58:06,17:00:06,2.0,16,Monday
130,BTS-Silom,go,S04,Saint Louis,S05,Surasak,17:00:06,17:01:06,1.0,17,Monday
130,BTS-Silom,go,S05,Surasak,S06,Saphan Taksin,17:01:06,17:03:06,2.0,17,Monday
130,BTS-Silom,go,S06,Saphan Taksin,S07,Krung Thon Buri,17:03:06,17:06:06,3.0,17,Monday
130,BTS-Silom,go,S07,Krung Thon Buri,S08,Wongwian Yai,17:06:06,17:07:06,1.0,17,Monday
130,BTS-Silom,go,S08,Wongwian Yai,S09,Pho Nimit,17:07:06,17:09:06,2.0,17,Monday
130,BTS-Silom,go,S09,Pho Nimit,S10,Talat Phlu,17:09:06,17:11:06,2.0,17,Monday
130,BTS-Silom,go,S10,Talat Phlu,S11,Wutthakat,17:11:06,17:13:06,2.0,17,Monday
130,BTS-Silom,go,S11,Wutthakat,S12,Bang Wa,17:13:06,17:15:06,2.0,17,Monday
131,BTS-Silom,go,W01,National Stadium,CEN_SI,Siam,16:52:33,16:53:33,1.0,16,Monday
131,BTS-Silom,go,CEN_SI,Siam,S01,Ratchadamri,16:53:33,16:56:33,3.0,16,Monday
131,BTS-Silom,go,S01,Ratchadamri,S02,Sala Daeng,16:56:33,16:59:33,3.0,16,Monday
131,BTS-Silom,go,S02,Sala Daeng,S03,Chong Nonsi,16:59:33,17:01:33,2.0,16,Monday
131,BTS-Silom,go,S03,Chong Nonsi,S04,Saint Louis,17:01:33,17:03:33,2.0,17,Monday
131,BTS-Silom,go,S04,Saint Louis,S05,Surasak,17:03:33,17:04:33,1.0,17,Monday
131,BTS-Silom,go,S05,Surasak,S06,Saphan Taksin,17:04:33,17:06:33,2.0,17,Monday
131,BTS-Silom,go,S06,Saphan Taksin,S07,Krung Thon Buri,17:06:33,17:09:33,3.0,17,Monday
131,BTS-Silom,go,S07,Krung Thon Buri,S08,Wongwian Yai,17:09:33,17:10:33,1.0,17,Monday
131,BTS-Silom,go,S08,Wongwian Yai,S09,Pho Nimit,17:10:33,17:12:33,2.0,17,Monday
131,BTS-Silom,go,S09,Pho Nimit,S10,Talat Phlu,17:12:33,17:14:33,2.0,17,Monday
131,BTS-Silom,go,S10,Talat Phlu,S11,Wutthakat,17:14:33,17:16:33,2.0,17,Monday
131,BTS-Silom,go,S11,Wutthakat,S12,Bang Wa,17:16:33,17:18:33,2.0,17,Monday
132,BTS-Silom,go,W01,National Stadium,CEN_SI,Siam,16:56:00,16:57:00,1.0,16,Monday
132,BTS-Silom,go,CEN_SI,Siam,S01,Ratchadamri,16:57:00,17:00:00,3.0,16,Monday
