lat,lon
100.529073,13.746473
100.5341187,13.7456058
100.53944,13.73945
100.5341135,13.7284782
100.5295147,13.723718
100.52692,13.72091
100.5215297,13.719228
100.51409,13.7188
100.50272,13.72085
100.49523,13.72105
100.48584,13.71916
100.4768237,13.7142104
100.46884,13.71307
100.4577677,13.7207756
