lat,lon
100.4082562,13.8923533
100.4092184,13.8809779
100.41943,13.87463
100.4337717,13.8757993
100.4449102,13.876655
100.45621,13.87467
100.4666401,13.8705269
100.4803639,13.870313
100.4942475,13.8659187
100.5044336,13.861694
100.5132409,13.8601476
100.5147283,13.8486409
100.5148416,13.8396452
100.5264979,13.8298595
100.5325217,13.8202164
100.530761,13.8061278
