loc,lat,lon
"Krung Thonburi (Golden Line), Khwaeng Khlong Ton Sai, Khet Khlong San, Krung Thep Maha Nakhon 10600, Thailand",13.721103,100.503684
เจริญนคร สถานีรถไฟ แขวงคลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600 สายสีทอง,13.726478,100.509032
คลองสาน สถานีรถไฟ สายสีทอง,13.730379,100.507646
