sid,sname,stype,lat,lon,city,Line,note
tr-011,สถานีรถไฟบางโทรัด,rail,13.49461043,100.1604874,,,503542490PF74003
tr-012,สถานีรถไฟบ้านกาหลง,rail,13.48736973,100.1377842,,,503542290PF74004
tr-013,สถานีรถไฟโพรงมะเดื่อ,rail,13.82239692,99.99284307,,,493610628PF73004
tr-014,สถานีรถไฟงิ้วราย,rail,13.80826301,100.2162161,,,503643026PF73001
tr-015,สถานีรถไฟวัดสุวรรณ,rail,13.80588197,100.283827,,,503613826PF73010
tr-016,สถานีรถไฟเชียงราก,rail,14.05533711,100.5924142,,,513737254PF00005
tr-017,สถานีรถไฟรังสิต,rail,13.9888591,100.6023958,,,513647246PF00806
tr-018,สถานีรถไฟดอนเมือง,rail,13.91973127,100.6005645,,,513647238PF01756
tr-019,สถานีรถไฟหลักสี่,rail,13.88377433,100.5805893,,,513647034PF02066
tr-020,สถานีรถไฟบางเขน,rail,13.84697287,100.5604994,,,513646830PF20788
tr-021,สถานีรถไฟบางซ่อน,rail,13.8142023,100.5176305,,,513646426PF07123
tr-022,สถานีรถไฟศาลาธรรมสพน์,rail,13.80111973,100.3708062,,,503614824PF00002
tr-023,สถานีรถไฟฉิมพลี,rail,13.79932007,100.421067,,,503615224PF04213
tr-024,สถานีรถไฟสามเสน,rail,13.77947024,100.52977,,,513646422PF05073
tr-025,สถานีรถไฟหลวงจิตรลดา,rail,13.76655999,100.5246407,,,513646422PF05647
tr-026,สถานีรถไฟบางกอกน้อย,rail,13.7605669,100.4788486,,,503626020PF00218
tr-027,สถานีรถไฟธนบุรี,rail,13.75974906,100.4868822,,,503626020PF00127
tr-028,สถานีรถไฟมักกะสัน,rail,13.75373306,100.5473206,,,513636620PF00192
tr-029,สถานีรถไฟคลองตัน,rail,13.74406466,100.5897499,,,513637218PF00296
tr-030,สถานีรถไฟหัวหมาก,rail,13.73871401,100.638553,,,513637618PF00089
tr-031,สถานีรถไฟกรุงเทพ (หัวลำโพง),rail,13.73919701,100.5168916,,,513636418PF00333
tr-032,สถานีรถไฟบ้านทับช้าง,rail,13.73287997,100.6909022,,,513638218PF00043
tr-033,สถานีรถไฟหัวตะเข้,rail,13.72836077,100.7833788,,,513629218PF00008
tr-034,สถานีรถไฟลาดกระบัง,rail,13.72742977,100.7462377,,,513638816PF00498
tr-035,สถานีรถไฟวงเวียนใหญ่,rail,13.72466721,100.4916748,,,503626016PF00352
tr-036,สถานีรถไฟคลองหลวงแพ่ง,rail,13.72008563,100.8627553,,,513620016PF00003
tr-037,สถานีรถไฟตลาดพลู,rail,13.72084888,100.4779945,,,503626016PF00378
tr-038,สถานีรถไฟแม่น้ำ,rail,13.71397049,100.5536047,,,513636816PF00249
tr-039,สถานีรถไฟคลองต้นไทร,rail,13.70662564,100.4697583,,,503625814PF00039
tr-040,สถานีรถไฟจอมทอง,rail,13.70178349,100.4648581,,,503625814PF00038
tr-041,สถานีรถไฟวัดสิงห์,rail,13.68321929,100.4477886,,,503625612PF00034
tr-042,สถานีรถไฟรางโพธิ์,rail,13.63913475,100.397901,,,503625006PF00005
tr-043,สถานีรถไฟพรมแดน,rail,13.62111607,100.3782415,,,503624804PF00002
tr-044,สถานีรถไฟบางบำหรุ,rail,13.791432,100.4760686,,,503615824PF06791
,สถานีรถไฟยมราช,rail,13.75840774,100.5212954,,north,
,สถานีรถไฟโรงพยาบาลรามาธิบดี,rail,13.76680688,100.5245289,,north,
,สถานีรถไฟประดิพัทธิ์,rail,13.79284445,100.5355796,,north,
,สถานีรถไฟชุมทางบางซื่อ,rail,13.80446069,100.5399359,,north,
,สถานีรถไฟนิคมรถไฟ กม.11,rail,13.82455938,100.5485006,,north,
,สถานีรถไฟทุ่งสองห้อง,rail,13.86022233,100.5674301,,north,
,สถานีรถไฟหลักสี่,rail,13.8836874,100.5807414,,north,
,สถานีรถไฟการเคหะ กม.19,rail,13.89867068,100.5890079,,north,
,สถานีรถไฟตลาดใหม่ดอนเมือง,rail,13.91444931,100.5978594,,north,
,สถานีรถไฟคลองหนึ่ง,rail,14.02371742,100.5985799,,north,
,สถานีรถไฟมหาวิทยาลัยธรรมศาสตร์,rail,14.07962787,100.5884159,,north,
,สถานีรถไฟนวนคร,rail,14.11473123,100.5840227,,north,
,สถานีรถไฟเชียงรากน้อย,rail,14.13125821,100.5817423,,north,
,สถานีรถไฟคลองพุทรา,rail,14.18581712,100.5784995,,north,
,สถานีรถไฟบางปะอิน,rail,14.23952394,100.5844321,,north,
,สถานีรถไฟบ้านโพ,rail,14.28221903,100.5885587,,north,
,สถานีรถไฟอยุธยา,rail,14.35667811,100.5829193,,north,
,สถานีรถไฟจรัลสนิทวงศ์,rail,13.76338749,100.4724331,,south,
,สถานีรถไฟบางระมาด,rail,13.77848066,100.4535273,,south,
,สถานีรถไฟชุมทางตลิ่งชัน,rail,13.78936431,100.4399938,,south,
,สถานีรถไฟพุทธมณฑล สาย 2,rail,13.80025609,100.3950381,,south,
,สถานีรถไฟศาลายา,rail,13.80259434,100.3243379,,south,
,สถานีรถไฟคลองมหาสวัสดิ์,rail,13.80895201,100.2507853,,south,
,สถานีรถไฟนครชัยศรี,rail,13.80636946,100.1761024,,south,
,สถานีรถไฟท่าแฉลบ,rail,13.81235017,100.1317473,,south,
,สถานีรถไฟต้นสำโรง,rail,13.8256315,100.0913049,,south,
,สถานีรถไฟพระราชวังสนามจันทร์,rail,13.82383321,100.0413339,,south,
,สถานีรถไฟพญาไท,rail,13.75700245,100.5331247,,east,
,สถานีรถไฟมักกะสัน,rail,13.7536473,100.5472654,,east,
,สถานีรถไฟอโศก,rail,13.74944645,100.5638234,,east,
,สถานีรถไฟคลองตัน,rail,13.74407757,100.5896671,,east,
,สถานีรถไฟสุขุมวิท 71,rail,13.74282548,100.6003837,,east,
,สถานีรถไฟซอยวัดลานบุญ,rail,13.72970285,100.7182381,,east,
,สถานีรถไฟพระจอมเกล้า,rail,13.73088361,100.7751535,,east,
,สถานีรถไฟคลองอุดมชลจร,rail,13.71622063,100.8969367,,east,
,สถานีรถไฟเปรง,rail,13.71262567,100.9249855,,east,
,สถานีรถไฟคลองแขวงกลั่น,rail,13.70734434,100.9666642,,east,
,สถานีรถไฟคลองบางพระ,rail,13.70441502,100.991386,,east,
,สถานีรถไฟบางเตย,rail,13.70085852,101.018655,,east,
,สถานีรถไฟชุมทางฉะเชิงเทรา,rail,13.69542707,101.0591687,,east,
